code,categorie,numero_source,intitule,type_diplome,ies_sigles,nb_ies,profils_entree,nb_competences,competences,metiers,secteurs,url_source
DUT-013,DUT & Cycle préparatoire,13,DUT en Aménagement Paysager,DUT,ISAV Faranah,1,SE + SE-FA + SM,12,"1. Assurer la conception et plans d’aménagement paysager
2. Choisir les végétaux et plantations
3. Mettre en œuvre les techniques d’entretien des espaces verts
4. Installer les systèmes d’arrosage
5. Réaliser les relevés et les esquisses d’un projet d’aménagement paysager
6. Établir les métrés, les devis et le planning des travaux paysagers
7. Conduire les travaux de terrassement, de plantation et d’engazonnement
8. Mettre en œuvre la protection phytosanitaire raisonnée des végétaux
9. Réaliser les aménagements minéraux et le petit ouvrage paysager
10. Encadrer une équipe de travaux d’espaces verts
11. Appliquer les règles de sécurité et de protection de l’environnement sur chantier
12. Rédiger les dossiers de plantation et les rapports de chantier","1. Technicien paysagiste
2. Concepteur d’aménagements paysagers
3. Chargé d’entretien des espaces verts
4. Chef d’équipe en travaux paysagers
5. Technicien en systèmes d’arrosage","— Aménagement paysager —
• Entreprises d’aménagement et d’entretien des espaces verts
• Services des espaces verts des collectivités locales
• Projets d’aménagement des parcs et jardins publics
— Pépinières et production végétale —
• Pépinières et unités de production de plants ornementaux
• Services de plantation et de suivi des végétaux
• Entreprises de distribution de végétaux et d’intrants
— Hôtellerie, immobilier et institutions —
• Hôtels, résidences et complexes touristiques
• Sociétés de promotion immobilière et copropriétés
• Espaces verts des établissements publics et des entreprises
— Irrigation, formation et entrepreneuriat —
• Entreprises d’installation des systèmes d’arrosage
• Centres de formation technique et professionnelle
• Création d’entreprises d’aménagement paysager",https://parcoursupguinee.org/offre-de-formation-en-dut-et-cycle-preparatoire
DUT-014,DUT & Cycle préparatoire,14,DUT en Technologies Agro-industrielles,DUT,ISAV Faranah,1,SE + SE-FA + SM,12,"1. Conduire les équipements de transformation
2. Mettre en œuvre les procédés de séchage, de mouture et d’extraction
3. Assurer le conditionnement et l’emballage des produits
4. Mettre en œuvre le contrôla qualité et hygiène en production
5. Appliquer les procédés de conservation et de stabilisation des produits agro-industriels
6. Mettre en œuvre un système HACCP sur une ligne de production
7. Assurer le contrôla qualité physico-chimique et microbiologique des produits
8. Optimiser les rendements de transformation et limiter les pertes
9. Appliquer la réglementation sanitaire et les normes agro-industrielles
10. Assurer la maintenance de premier niveau des équipements de transformation
11. Organiser le travail d’une équipe de production et planifier les fabrications
12. Rédiger les fiches techniques et les rapports de production","1. Technicien agro-industriel
2. Conducteur de ligne de transformation
3. Agent de contrôle qualité en agro-industrie
4. Technicien de séchage, mouture et extraction
5. Agent de conditionnement et d’emballage","— Transformation agro —
• industrielle —
• Unités de transformation des produits agricoles
• Lignes de séchage, de mouture, d’extraction et de conditionnement
• Ateliers de production semi
— industrielle. —
• Qualité et hygiène de production —
• Services de contrôle qualité et d’hygiène des unités de production
• Laboratoires d’analyses alimentaires de base
• Services de traçabilité et de conservation des produits
— Commercialisation et logistique —
• Réseaux de distribution et marchés
• Services de stockage et de gestion des flux
• Coopératives et groupements de transformateurs
— Projets, formation et entrepreneuriat —
• Projets d’appui à l’entrepreneuriat agro-industriel
• Centres de formation technique et professionnelle
• Création d’unités de transformation agroalimentaire",https://parcoursupguinee.org/offre-de-formation-en-dut-et-cycle-preparatoire
DUT-015,DUT & Cycle préparatoire,15,"Cycle préparatoire Mathématiques, Physique et Sciences de l’Ingénieur",Cycle préparatoire,CPGE,1,SE + SE-FA + SM,12,"1. Mobiliser les mathématiques approfondies
2. Mobiliser la physique générale approfondie
3. Mobiliser les sciences de l’ingénieur
4. Appliquer les méthodes de résolution de problèmes
5. Mobiliser l’analyse, l’algèbre linéaire et les probabilités au niveau du cycle préparatoire
6. Mobiliser la mécanique, l’électromagnétisme et la thermodynamique
7. Conduire un raisonnement démonstratif rigoureux et rédiger une démonstration
8. Mettre en œuvre les outils de calcul numérique et de programmation scientifique
9. Réaliser et exploiter des travaux pratiques expérimentaux
10. Analyser un système technique pluritechnologique (sciences de l’ingénieur)
11. Communiquer à l’écrit et à l’oral dans un contexte d’épreuve scientifique
12. Organiser son travail personnel et gérer le temps dans un cadre exigeant","1. Poursuite d’études : écoles et instituts d’ingénieurs (sur concours)
2. Poursuite d’études : licences et masters scientifiques
3. Répétiteur / tuteur en sciences (à titre transitoire)
4. Assistant technique en bureau d’études (à titre transitoire)
5. Assistant de laboratoire pédagogique (à titre transitoire)","— Poursuite d’études en ingénierie —
• Écoles et instituts d’ingénieurs, après concours
• Licences et masters en mathématiques, physique et sciences de l’ingénieur
• Filières scientifiques sélectives nationales et internationales
— Bureaux d’études et industrie —
• Bureaux d’études techniques, en appui au calcul et au dessin
• Services techniques et de méthodes des unités industrielles
• Services de contrôle qualité
— Énergie, mines et bâtiment —
• Services techniques des sociétés d’énergie et des mines
• Entreprises de construction et de travaux publics
• Services de maintenance des équipements techniques
— Enseignement et encadrement scolaire —
• Établissements d’enseignement secondaire, notamment après formation pédagogique
• Centres de soutien et de préparation aux concours
• Laboratoires pédagogiques et plateformes de travaux pratiques",https://parcoursupguinee.org/offre-de-formation-en-dut-et-cycle-preparatoire
DUT-016,DUT & Cycle préparatoire,16,"Cycle préparatoire Économie, Gestion et Statistiques",Cycle préparatoire,CPGE,1,SE + SM,12,"1. Conduire l’analyse économique générale
2. Mobiliser les mathématiques appliquées à l’économie
3. Mobiliser les statistiques et probabilités
4. Tenir la comptabilité et la gestion
5. Mobiliser l’analyse économique micro et macroéconomique du cycle préparatoire
6. Mobiliser les mathématiques et les probabilités appliquées à l’économie
7. Mettre en œuvre les méthodes statistiques descriptives et inférentielles
8. Tenir et interpréter la comptabilité générale et analytique
9. Analyser et synthétiser un dossier documentaire économique et social
10. Exploiter les outils bureautiques et logiciels de traitement de données
11. Communiquer à l’écrit et à l’oral dans un contexte d’épreuve et d’entretien
12. Organiser son travail personnel et gérer le temps dans un cadre exigeant","1. Poursuite d’études : écoles de commerce et de management (sur concours)
2. Poursuite d’études : écoles de statistique et d’économie appliquée
3. Poursuite d’études : licences et masters en économie, gestion et finance
4. Assistant administratif et comptable (à titre transitoire)
5. Répétiteur / tuteur en économie et mathématiques (à titre transitoire)","— Poursuite d’études en gestion et statistique —
• Écoles de commerce et de management, après concours
• Écoles de statistique et d’économie appliquée
• Licences et masters en économie, gestion et finance
— Banque, assurance et finance —
• Banques, assurances et établissements de microfinance
• Services de gestion, de trésorerie et d’analyse financière
• Cabinets d’audit et d’expertise comptable
— Statistique, études et administration —
• Instituts de statistique et services d’études économiques
• Services de planification et de suivi-évaluation
• Administrations économiques et financières
— Entreprises, enseignement et entrepreneuriat —
• Services commerciaux, marketing et administratifs des entreprises
• Établissements d’enseignement, en économie et gestion
• Création et gestion d’entreprises",https://parcoursupguinee.org/offre-de-formation-en-dut-et-cycle-preparatoire
ING-001,Diplôme d'État & Ingénierie,1,Génie Chimique,Diplôme d’ingénieur,UGANC,1,SE + SE-FA + SM,12,"1. Mettre en œuvre les procédés de transformation
2. Établir les bilans de matière et d’énergie
3. Dimensionner les réacteurs
4. Conduire la distillation et la séparation des mélanges
5. Conduire les unités de production
6. Mettre en œuvre le contrôla qualité des produits fabriqués
7. Assurer la régulation et l’automatisation des procédés
8. Assurer la sécurité des installations chimiques
9. Traiter les effluents industriels
10. Assurer la maintenance des équipements de procédé
11. Optimiser les rendements de production
12. Rédiger des dossiers techniques","1. Assistant ingénieur en génie chimique
2. Chargé de conduite d’unités de procédés
3. Technicien supérieur qualité et environnement industriel
4. Chargé d’études procédés
5. Responsable production adjoint","— Industries chimiques et de procédés —
• Unités de production chimique et parachimique
• Raffineries et unités de traitement des hydrocarbures
• Bureaux d’études et sociétés d’ingénierie des procédés
— Mines et métallurgie —
• Usines de traitement des minerais et d’hydrométallurgie
• Services de procédés et d’optimisation des rendements
• Laboratoires industriels de contrôle
— Agroalimentaire et pharmacie —
• Industries agroalimentaires
• Laboratoires et unités de production pharmaceutique
• Services qualité et sécurité des procédés
— Environnement, recherche et enseignement —
• Unités de traitement des effluents industriels
• Laboratoires et centres de recherche en génie des procédés
• Universités et institutions d’enseignement supérieur, notamment après poursuite d’études",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-002,Diplôme d'État & Ingénierie,2,Génie Civil,Diplôme d’ingénieur,UGANC,1,SE + SE-FA + SM,12,"1. Lire et établir les plans techniques
2. Réaliser le dessin assisté par ordinateur
3. Calculer la résistance le matériaux
4. Dimensionner le béton armé
5. Analyser les sols et fondations
6. Mettre en œuvre la topographie et l’implantation des ouvrages
7. Concevoir les routes et voiries
8. Concevoir les ouvrages hydrauliques et l’assainissement
9. Réaliser le métré et l’estimation des coûts
10. Assurer la planification et conduite de chantier
11. Mettre en œuvre le contrôla qualité le matériaux
12. Assurer la sécurité sur les chantiers","1. Assistant ingénieur génie civil
2. Conducteur de travaux
3. Projeteur en bureau d’études structures
4. Chargé de contrôle qualité des ouvrages
5. Chef de chantier","— Bâtiment et travaux publics —
• Entreprises de construction de bâtiments et d’ouvrages d’art
• Entreprises de travaux routiers et d’aménagements urbains
• Chantiers d’infrastructures hydrauliques et d’assainissement
— Bureaux d’études et contrôle technique —
• Bureaux d’études de structures et de dessin technique
• Laboratoires de géotechnique et d’essais des matériaux
• Services de contrôle et de surveillance des travaux
— Administration et collectivités —
• Services publics chargés des infrastructures, de l’habitat et de l’urbanisme
• Services techniques des collectivités locales
• Projets d’infrastructures financés par les partenaires au développement
— Mines, immobilier et entrepreneuriat —
• Services d’infrastructures des sociétés minières
• Sociétés de promotion immobilière
• Création d’entreprises de construction et de sous-traitance",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-003,Diplôme d'État & Ingénierie,3,Génie Électrique,Diplôme d’ingénieur,UGANC,1,SE + SE-FA + SM,12,"1. Dimensionner les installations électriques
2. Exploiter les réseaux de distribution
3. Conduire les machines électriques et transformateurs
4. Exploiter les automatismes et commande industrielle
5. Mettre en œuvre l’électronique de puissance
6. Assurer la protection et sélectivité les réseaux
7. Réaliser l’installation et le câblage industriel
8. Diagnostiquer les défauts électriques
9. Assurer la maintenance des équipements électriques
10. Améliorer l’efficacité et audit énergétiques
11. Assurer l’intégration des énergies renouvelables
12. Encadrer les travaux électriques","1. Assistant ingénieur électricien
2. Chargé d’études électriques
3. Technicien supérieur réseaux électriques
4. Chargé d’exploitation et de maintenance électrique
5. Chargé d’installation d’énergies renouvelables","— Énergie et réseaux électriques —
• Sociétés de production, de transport et de distribution d’électricité
• Entreprises d’installation et de raccordement des réseaux
• Projets d’électrification urbaine et rurale
— Industrie et automatisation —
• Unités industrielles et lignes de production automatisées
• Services de maintenance électrique et d’automatismes
• Ateliers de montage d’armoires et de tableaux électriques
— Mines et grands travaux —
• Services électriques des sociétés minières
• Entreprises de travaux électriques et de sous-traitance
• Bureaux d’études électriques
— Énergies renouvelables et enseignement —
• Entreprises d’installation solaire et de stockage d’énergie
• Services d’audit et d’efficacité énergétique
• Établissements d’enseignement technique et supérieur",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-004,Diplôme d'État & Ingénierie,4,Génie Industriel et Maintenance,Diplôme d’ingénieur,UGANC,1,SE + SE-FA + SM,12,"1. Organiser la maintenance préventive
2. Établir le diagnostic et la maintenance corrective
3. Assurer la gestion informatisée de la maintenance
4. Gérer les pièces de rechange
5. Planifier la production
6. Gérer les flux et les stocks
7. Conduire l’amélioration continue des procédés
8. Analyser les pannes et fiabilité
9. Mettre en œuvre le contrôla qualité en production
10. Assurer la sécurité et la prévention des risques
11. Gérer les équipes techniques
12. Analyser les coûts de maintenance","1. Assistant ingénieur maintenance
2. Responsable méthodes et maintenance
3. Chargé d’amélioration continue
4. Coordonnateur de production
5. Chargé de fiabilisation des équipements","— Maintenance et production industrielle —
• Services de maintenance des unités de production
• Services méthodes, planification et fiabilité des équipements
• Ateliers mécaniques, électriques et hydrauliques
— Mines et énergie —
• Services techniques des sociétés minières
• Centrales électriques et unités de production d’énergie
• Unités de traitement de l’eau et installations techniques
— Agroalimentaire et manufacture —
• Industries agroalimentaires et unités de conditionnement
• Industries manufacturières et textiles
• Services de gestion des stocks techniques et des pièces de rechange
— Ingénierie, qualité et entrepreneuriat —
• Sociétés d’ingénierie et de conseil industriel
• Services qualité, hygiène et sécurité
• Création d’entreprises de maintenance industrielle",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-005,Diplôme d'État & Ingénierie,5,Génie Informatique,Diplôme d’ingénieur,UGANC ; IST Mamou,2,SE + SE-FA + SM,12,"1. Mettre en œuvre la programmation avancée
2. Concevoir l’architecture des ordinateurs
3. Concevoir des bases de données
4. Administrer les réseaux
5. Développer des applications d’entreprise
6. Exploiter les systèmes embarqués et interfaces matérielles
7. Assurer la sécurité des systèmes d’information
8. Conduire l’analyse et la conception des systèmes
9. Gérer des projets informatiques
10. Mettre en œuvre la virtualisation et informatique en nuage
11. Réaliser les tests et la validation des systèmes
12. Rédiger des spécifications techniques","1. Assistant ingénieur informatique
2. Développeur full-stack
3. Administrateur systèmes et réseaux
4. Chef de projet informatique junior
5. Analyste-programmeur","— Développement et systèmes d’information —
• Entreprises de développement logiciel et d’intégration
• Services informatiques des entreprises et des administrations
• Sociétés de conseil et d’ingénierie informatique
— Réseaux, serveurs et cybersécurité —
• Services d’administration des réseaux et des serveurs
• Centres de données et services d’informatique en nuage
• Services de sécurité des systèmes d’information
— Banque, télécoms et industrie —
• Banques, assurances et établissements de microfinance
• Opérateurs de télécommunications
• Services informatiques industriels et systèmes embarqués
— Recherche, enseignement et entrepreneuriat —
• Laboratoires de recherche en informatique
• Universités et institutions d’enseignement supérieur, notamment après poursuite d’études
• Création d’entreprises du numérique",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-006,Diplôme d'État & Ingénierie,6,Génie Mécanique,Diplôme d’ingénieur,UGANC,1,SE + SE-FA + SM,12,"1. Réaliser le dessin technique et la conception assistée par ordinateur
2. Réaliser le calcul et la résistance des pièces mécaniques
3. Justifier le choix et étude le matériaux
4. Mettre en œuvre les procédés d’usinage
5. Réaliser la soudure et l’assemblage
6. Mobiliser la mécanique des fluides et hydraulique
7. Assurer la transmission de puissance
8. Mettre en œuvre la métrologie et contrôle dimensionnel
9. Diagnostiquer les pannes mécaniques
10. Assurer la maintenance mécanique des équipements
11. Conduire la fabrication et suivi d’atelier
12. Assurer la sécurité des machines et des ateliers","1. Assistant ingénieur en génie mécanique
2. Projeteur en conception mécanique
3. Chargé de méthodes et de fabrication
4. Technicien supérieur en maintenance mécanique
5. Chargé de contrôle dimensionnel","— Industrie et fabrication mécanique —
• Ateliers d’usinage, de chaudronnerie et de soudure
• Unités de production et de fabrication métallique
• Bureaux d’études et de conception mécanique
— Mines, énergie et transport —
• Services mécaniques et de maintenance des sociétés minières
• Centrales énergétiques et installations thermiques
• Garages, flottes de véhicules et engins lourds
— Maintenance et contrôle —
• Services de maintenance mécanique industrielle
• Services de métrologie et de contrôle dimensionnel
• Services qualité et sécurité des ateliers
— Enseignement et entrepreneuriat —
• Établissements d’enseignement technique et supérieur
• Centres de formation professionnelle
• Création d’ateliers et d’entreprises de mécanique",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-007,Diplôme d'État & Ingénierie,7,Génie des Télécommunications,Diplôme d’ingénieur,UGANC,1,SE + SE-FA + SM,12,"1. Exploiter les systèmes de transmission
2. Analyser la propagation des ondes radioélectriques
3. Conduire le déploiement les réseaux mobiles
4. Installer la fibre optique
5. Configurer les équipements de transmission
6. Réaliser le dimensionnement et la planification les réseaux
7. Réaliser les mesures et tests sur les liaisons
8. Superviser les réseaux
9. Assurer la maintenance des équipements de télécommunications
10. Assurer la sécurité les réseaux de transmission
11. Gérer les liaisons satellitaires
12. Rédiger des rapports d’intervention","1. Assistant ingénieur télécoms
2. Chargé de déploiement de réseaux
3. Ingénieur d’exploitation réseau junior
4. Chargé d’études transmission
5. Technicien supérieur en réseaux mobiles","— Opérateurs et réseaux de télécommunications —
• Opérateurs de téléphonie et fournisseurs d’accès à internet
• Entreprises de déploiement de la fibre optique et des réseaux mobiles
• Services de planification et d’optimisation des réseaux
— Supervision et maintenance technique —
• Centres de supervision et de gestion des réseaux
• Services de maintenance des équipements de transmission
• Entreprises de sous
— traitance et d’installation de sites radio. —
• Médias, transports et industries —
• Stations de radiodiffusion et de télévision
• Services de radiocommunication des transports et de l’aviation
• Services de communication des sociétés minières et industrielles
— Administration, régulation et entrepreneuriat —
• Services publics chargés des télécommunications et du numérique
• Structures de régulation des communications électroniques
• Création d’entreprises de services télécoms",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-008,Diplôme d'État & Ingénierie,8,Diplôme d’État de Docteur en Médecine,Diplôme d’État,UGANC,1,SE + SE-FA + SM,12,"1. Réaliser l’examen clinique et interrogatoire du patient
2. Diagnostiquer les maladies courantes
3. Établir la prescription et suivi des traitements
4. Exécuter les gestes techniques et petite chirurgie
5. Réaliser la prise en charge des urgences vitales
6. Assurer le suivi de la grossesse et l’accouchement
7. Dispenser les soins de l’enfant et la vaccination
8. Interpréter les examens biologiques
9. Interpréter les examens d’imagerie
10. Assurer la prévention et l’éducation à la santé
11. Respecter l’éthique et la relation avec le patient
12. Gérer une structure de soins","1. Médecin généraliste
2. Médecin de santé publique
3. Médecin de district / de centre de santé
4. Praticien hospitalier (après spécialisation)
5. Médecin d’entreprise ou de santé au travail","— Structures publiques de santé —
• Hôpitaux nationaux, régionaux et préfectoraux
• Centres de santé et postes de santé
• Services d’urgence et de maternité
— Secteur privé de la santé —
• Cliniques et polycliniques privées
• Cabinets médicaux et centres de consultation
• Services médicaux des entreprises minières et industrielles
— Santé publique et humanitaire —
• Programmes nationaux de lutte contre les maladies
• Organisations humanitaires et organisations non gouvernementales de santé
• Structures de surveillance épidémiologique et de vaccination
— Spécialisation, recherche et enseignement —
• Formations spécialisées après le diplôme d’État
• Laboratoires et centres de recherche clinique
• Universités et écoles de santé, notamment après poursuite d’études",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-009,Diplôme d'État & Ingénierie,9,Diplôme d’État de Docteur en Pharmacie,Diplôme d’État,UGANC,1,SE + SE-FA + SM,12,"1. Mobiliser la connaissance des médicaments et leurs effets
2. Préparer les formes pharmaceutiques
3. Assurer la dispensation et conseil au patient
4. Mettre en œuvre le contrôla qualité des médicaments
5. Gérer les stocks pharmaceutiques
6. Surveiller les effets indésirables
7. Réaliser les analyses biologiques médicales
8. Conduire la production industrielle du médicament
9. Appliquer la réglementation pharmaceutique
10. Conduire le lutte contre les médicaments falsifiés
11. Gérer l’une officine
12. Assurer l’éducation thérapeutique du patient","1. Pharmacien d’officine
2. Pharmacien hospitalier
3. Pharmacien biologiste (après spécialisation)
4. Pharmacien d’industrie et de contrôle qualité
5. Pharmacien inspecteur ou responsable réglementaire","— Officines et distribution pharmaceutique —
• Pharmacies d’officine
• Grossistes-répartiteurs et centrales d’achat de médicaments
• Services d’approvisionnement et de gestion des stocks pharmaceutiques
— Structures hospitalières et laboratoires —
• Pharmacies hospitalières
• Laboratoires d’analyses de biologie médicale
• Services de préparation et de contrôle des produits de santé
— Industrie et contrôle qualité —
• Unités de production pharmaceutique et cosmétique
• Services d’assurance et de contrôle qualité
• Services de pharmacovigilance
— Administration, réglementation et enseignement —
• Services publics chargés de la pharmacie et du médicament
• Structures de lutte contre les médicaments falsifiés
• Universités et centres de recherche, notamment après poursuite d’études",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-010,Diplôme d'État & Ingénierie,10,Diplôme d’État de Docteur en Odontologie,Diplôme d’État,UGANC,1,SE + SE-FA + SM,12,"1. Réaliser l’examen et diagnostic bucco-dentaire
2. Réaliser la radiographie dentaire
3. Dispenser les soins des caries et restaurations
4. Traiter les maladies des gencives
5. Réaliser les extractions dentaires
6. Pratiquer la chirurgie buccale simple
7. Réaliser les prothèses dentaires fixes et amovibles
8. Traiter les malpositions dentaires
9. Réaliser la prise en charge de la douleur dentaire
10. Assurer la prévention et hygiène bucco-dentaire
11. Assurer la stérilisation et hygiène du cabinet
12. Gérer l’un cabinet dentaire","1. Chirurgien-dentiste
2. Praticien en odontologie hospitalière
3. Odontologiste de santé publique
4. Praticien libéral en cabinet dentaire
5. Enseignant clinicien (après spécialisation)","— Structures de soins dentaires —
• Services d’odontologie des hôpitaux
• Cabinets et cliniques dentaires privés
• Centres de santé disposant d’unités dentaires
— Activité libérale et prothèse —
• Création et gestion de cabinets dentaires
• Laboratoires de prothèse dentaire
• Services d’imagerie dentaire
— Santé publique et prévention —
• Programmes de santé bucco-dentaire scolaire et communautaire
• Campagnes de prévention et de dépistage
• Services médicaux des entreprises et des collectivités
— Spécialisation, recherche et enseignement —
• Formations spécialisées (orthodontie, chirurgie buccale)
• Universités et écoles de santé, notamment après poursuite d’études
• Projets de recherche en santé bucco-dentaire",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-011,Diplôme d'État & Ingénierie,11,Diplôme d’État de Docteur en Médecine Vétérinaire,Diplôme d’État,ISSMV,1,SE + SE-FA,12,"1. Réaliser l’examen clinique l’animaux
2. Diagnostiquer les maladies animales
3. Établir la prescription des traitements vétérinaires
4. Pratiquer la chirurgie vétérinaire
5. Assurer la vaccination et la prophylaxie le troupeaux
6. Assurer le suivi de la reproduction animale
7. Assurer l’alimentation et la zootechnie
8. Mettre en œuvre l’inspection sanitaire des viandes
9. Assurer le contrôle sanitaire des denrées animales
10. Conduire le lutte contre les maladies transmissibles à l’homme
11. Assurer le conseil aux éleveurs
12. Gérer l’une clinique vétérinaire","1. Vétérinaire praticien
2. Vétérinaire inspecteur de santé publique
3. Vétérinaire d’élevage et de production animale
4. Responsable d’hygiène des denrées animales
5. Chargé d’épidémiosurveillance animale","— Santé et production animales —
• Cliniques et cabinets vétérinaires
• Services vétérinaires publics et postes d’inspection
• Élevages, fermes et unités de production animale
— Sécurité sanitaire des aliments —
• Abattoirs et services d’inspection des viandes
• Laboratoires de contrôle des denrées d’origine animale
• Services d’hygiène et de sécurité sanitaire
— Santé publique vétérinaire et programmes —
• Programmes de lutte contre les zoonoses et les épizooties
• Campagnes de vaccination du cheptel
• Organisations internationales et projets d’élevage
— Entrepreneuriat, recherche et enseignement —
• Création de cliniques vétérinaires et de pharmacies vétérinaires
• Laboratoires et centres de recherche vétérinaire
• Universités et écoles vétérinaires, notamment après poursuite d’études",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-012,Diplôme d'État & Ingénierie,12,Génie en Technologie et Contrôle des Produits Alimentaires,Diplôme d’ingénieur,ISSMV,1,SE + SE-FA + SM,12,"1. Mettre en œuvre les procédés de transformation des aliments
2. Conduire les lignes de production
3. Mettre en œuvre les techniques de conservation des denrées
4. Réaliser les analyses physico-chimiques des aliments
5. Réaliser les analyses microbiologiques des aliments
6. Prévenir les risques sanitaires alimentaires
7. Appliquer les normes de qualité
8. Contrôler les emballages et l’étiquetage
9. Assurer la traçabilité des produits
10. Développer le nouveaux produits
11. Gérer les non-conformités
12. Rédiger les procédures de production","1. Assistant ingénieur en technologie alimentaire
2. Responsable qualité en industrie agroalimentaire
3. Chargé de contrôle des produits alimentaires
4. Chargé de la sécurité sanitaire des aliments
5. Chef de production agroalimentaire adjoint","— Industries agroalimentaires —
• Unités de transformation des produits agricoles et halieutiques
• Lignes de production, de conditionnement et d’emballage
• Services de développement de nouveaux produits
— Qualité et sécurité sanitaire —
• Laboratoires de contrôle physico-chimique et microbiologique
• Services qualité, hygiène et traçabilité
• Organismes d’inspection et de certification
— Commerce, exportation et logistique —
• Entreprises exportatrices de produits alimentaires
• Services de la chaîne du froid et de la logistique alimentaire
• Centrales d’achat et réseaux de distribution
— Administration, recherche et entrepreneuriat —
• Services publics chargés de la sécurité sanitaire des aliments
• Laboratoires et centres de recherche agroalimentaire
• Création d’unités de transformation",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-013,Diplôme d'État & Ingénierie,13,Génie en Pêche et Aquaculture,Diplôme d’ingénieur,ISSMV,1,SE + SE-FA + SM,12,"1. Mettre en œuvre les techniques de pêche artisanale et industrielle
2. Identifier les espèces halieutiques
3. Évaluer les stocks de poissons
4. Concevoir les installations aquacoles
5. Conduire l’élevage piscicole
6. Assurer l’alimentation des poissons d’élevage
7. Gérer la reproduction et l’alevinage
8. Mettre en œuvre la qualité de l’eau des bassins
9. Mettre en œuvre la santé des poissons et la prophylaxie
10. Mettre en œuvre la manutention et la conservation du poisson
11. Assurer la gestion durable des ressources halieutiques
12. Assurer la gestion technico-économique des unités","1. Assistant ingénieur en pêche et aquaculture
2. Chargé de production aquacole
3. Chargé de gestion des ressources halieutiques
4. Technicien d’écloserie
5. Chargé de suivi des pêcheries","— Pêche et aquaculture —
• Entreprises de pêche artisanale et industrielle
• Fermes piscicoles et unités d’aquaculture
• Écloseries et stations de production d’alevins
— Administration et gestion des ressources —
• Services publics chargés de la pêche et de l’aquaculture
• Services de surveillance et de contrôle des pêches
• Structures d’évaluation et de gestion des stocks
— Transformation et commercialisation —
• Unités de transformation et de conservation des produits halieutiques
• Services de la chaîne du froid et de la logistique
• Réseaux de distribution et d’exportation
— Projets, recherche et entrepreneuriat —
• Projets et programmes de développement de la pêche
• Centres de recherche halieutique et océanographique
• Création de fermes aquacoles et d’unités de valorisation",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
ING-014,Diplôme d'État & Ingénierie,14,Diplôme d’État en Architecture,Diplôme d’État,ISAU,1,SE + SE-FA + SM,12,"1. Assurer la conception architecturale des bâtiments
2. Réaliser le dessin et la représentation architecturale
3. Assurer la conception assistée par ordinateur
4. Réaliser les maquettes
5. Analyser les sites et les programmes
6. Choisir les matériaux de construction
7. Concevoir l’architecture bioclimatique
8. Appliquer la réglementation de l’urbanisme et la construction
9. Assurer la coordination avec les bureaux d’études
10. Établir l’estimation des coûts de construction
11. Assurer le suivi de l’exécution le travaux
12. Assurer la présentation des projets aux clients","1. Architecte
2. Chef de projet en agence d’architecture
3. Chargé d’études en maîtrise d’œuvre
4. Architecte-conseil en collectivité
5. Chargé de suivi de chantier architectural","— Cabinets et maîtrise d’œuvre —
• Cabinets et agences d’architecture
• Bureaux d’études et de maîtrise d’œuvre
• Services de conception et de dessin architectural
— Construction et immobilier —
• Entreprises de construction et de travaux publics
• Sociétés de promotion immobilière
• Services de suivi et de conduite des travaux
— Administration et collectivités —
• Services publics chargés de l’urbanisme, de l’habitat et du patrimoine
• Services techniques des collectivités locales
• Projets d’équipements publics et d’infrastructures
— Enseignement, recherche et entrepreneuriat —
• Établissements d’enseignement de l’architecture
• Projets de recherche en architecture et en construction durable
• Création de cabinets d’architecture",https://parcoursupguinee.org/offre-de-formation-en-diplome-detat-et-ingenierie
